0.5384615384615384,0.0001,0.5,0.0001,1.0,0.0001,0.0001,0.504922,0.0001,0.0001,0.0001,0.0001,0.16870720649013493
0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.006946154848584074
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8528261490796264
1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.33346919999999997,0.0001,0.0001,1.0,0.0001,0.9292132118155337
0.34545454545454546,0.125,0.23076923076923078,0.375,0.25,0.2857142857142857,0.0001,0.5367992394366198,0.0001,0.0001,0.5,0.0001,0.37800057570312096
0.3875,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.0001,0.5967178510638296,0.0,0.0,0.0,0.0001,0.2440657309916926
0.34814814814814815,0.4,0.34782608695652173,0.3076923076923077,0.5,0.5,0.0,1.0472449640287769,0.0,1.0,0.5714285714285714,1.0,0.9514939659644445
0.3132530120481928,0.2857142857142857,0.3157894736842105,0.36363636363636365,0.6666666666666666,0.0,0.0,0.840304344086022,0.0,0.3333333333333333,0.3333333333333333,0.0,0.9029277266751208
0.21052631578947367,0.21739130434782608,0.36666666666666664,0.11764705882352941,0.25,0.4782608695652174,0.0001,1.3741593360000002,0.2,0.25,0.21518987341772153,1.0,0.8984990567840324
0.34065934065934067,0.5,0.0,0.3333333333333333,0.5,0.0,0.0001,0.3480508571428572,0.0001,0.0001,0.2,0.0,0.4504296087800569
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4519072474371507
0.41836734693877553,0.0,0.0001,0.3333333333333333,0.2,0.0001,0.0001,0.4122514400000001,0.0001,0.0001,0.0,0.0,0.4599564735843342
0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.29141672727272727,0.0001,0.0001,0.0001,0.0001,0.7294746456064349
0.32222222222222224,0.2,0.2,0.3333333333333333,0.5,0.0,0.0001,0.7374661875000004,1.0,0.0001,0.0,0.0001,0.7013681924752556
0.18828451882845187,0.2222222222222222,0.3,0.1,0.5,0.2,0.0001,0.8230129672131156,0.0001,0.0001,0.1724137931034483,1.0,0.9262017450040672
0.18828451882845187,0.2222222222222222,0.3,0.1,0.5,0.2,0.0001,0.8230129672131156,0.0001,0.0001,0.1724137931034483,1.0,0.03130393665390174
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.28693577777777773,0.0001,0.0001,0.0001,0.0001,0.9466429753101511
0.20493827160493827,0.20833333333333334,0.3333333333333333,0.46153846153846156,0.2,0.19047619047619047,0.5,1.3392162138084605,0.2631578947368421,0.3333333333333333,0.2642857142857143,0.0,0.08313768967122437
0.33112582781456956,0.18181818181818182,0.3125,0.2857142857142857,0.4,0.0,0.0001,0.8844669523809525,0.0001,0.0001,0.21428571428571427,0.0001,0.3151519002989007
0.23214285714285715,1.0,0.6666666666666666,0.0,0.0,0.0001,0.0001,0.43011752941176473,0.0001,0.0001,0.0,0.0001,0.010590524617096642
0.29411764705882354,0.4,0.36363636363636365,0.25,0.4,0.0,1.0,0.5089896862745098,0.0001,0.0001,1.0,0.0,0.2279159378418295
0.3233082706766917,0.2631578947368421,0.42857142857142855,0.4642857142857143,0.46153846153846156,0.11538461538461539,0.0,1.3845258846153836,0.21052631578947367,0.46153846153846156,0.33093525179856115,0.0,0.9844788315618028
0.6739130434782609,1.0,0.0001,0.6666666666666666,1.0,0.0,0.0001,0.3872859999999999,0.0001,0.0001,0.3333333333333333,0.0001,0.023459828925496362
0.30303030303030304,0.3888888888888889,0.3023255813953488,0.18181818181818182,0.2857142857142857,0.4166666666666667,0.0,1.094903004484305,0.0,0.0,0.2786885245901639,0.0,0.8407704906787294
0.3472222222222222,0.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.0001,0.40900381395348834,0.0001,0.0001,0.6666666666666666,0.0001,0.19512369833237264
0.4666666666666667,1.0,0.5,0.0001,1.0,0.0001,0.0001,0.37088788888888896,0.0001,0.0001,0.0001,0.0,0.2368749060709453
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4858459747501489
0.11666666666666667,0.2,0.16666666666666666,0.0,0.25,0.0,0.0001,0.41030697297297286,0.0001,0.0001,0.0,0.0001,0.005083990124191917
0.4,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.6030573076923074,0.0001,1.0,0.6666666666666666,0.0001,0.9073760705539057
0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.03152628117552925
0.4126984126984127,1.0,0.0,1.0,0.0,0.0,0.0001,0.38603247999999996,0.0001,0.0001,0.0001,0.0001,0.21135294393413562
0.029411764705882353,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7256335549798558
0.6341463414634146,0.16666666666666666,0.0001,0.0001,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8719732377948534
0.3787878787878788,1.0,0.3333333333333333,0.5,0.0001,0.5,0.0001,0.394542,0.0001,0.0001,0.0,0.0001,0.14412357696474576
