55.7937658,37.931433,1,"Балашиха, Энтузиастов 48, гипермаркет ""Глобус""", 43.638206325269806
55.7505322,37.5394209,2,"1-й Красногвардейский 15, 9 этаж, ""Мегаполис""", 68.6406578031795
55.6060693,37.2912153,3,"2-я Рейсовая д. 2, Аэропорт ""ВНУКОВО"" 1 Этаж", 47.74736473311535
55.6060693,37.2912153,4,"4-й Сетуньский пр. 10 корп. а, стр. 2, Супермаркет ""ВЕРНЫЙ""", 25.596762687825187
55.7053669,37.6378459,5,"Автозаводская 18, ТЦ ""РИВЬЕРА""", 26.906464926209
55.5470516,37.5432188,6,"Адмирала Лазарева 2, Супермаркет «Виктория»", 34.77244066113519
55.6758323,37.6620993,7,"Андропова 36, ""Супермаркет ""Перекресток""", 80.51057695007242
55.8567997,37.6584937,8,"Берингов 3, стр.6, Супермаркет ""BILLA""", 21.4046584859166
55.8244438,37.5280983,9,"Большая Академическая 17., Супермаркет ""BILLA""", 38.77385381096657
55.7353118,37.6183555,10,"Большая Полянка 28с1, супермаркет ""ПЕРЕКРЕСТОК""", 14.471708719169774
55.7330345,37.5646161,11,"Большой д., БЦ на территории АО ""МОСКОВСКИЙ ШЕЛК""", 28.379240820715708
55.7784871,37.5859327,12,"Бутырский д10, БЦ ""Белая Площадь"" здание ""А""", 26.156771477497976
55.7375378,37.5051958,13,"Василисы Кожиной 1к 1, БЦ ""Парк Победы""", 44.81602595828386
55.7867012,37.6631508,14,"Верхняя Красносельская 3А, АШАН-Сокольники №2", 21.925871171456247
55.5454631,37.7162715,15,"Видное, Жуковский 3а, Супермаркет АТАК", 41.968126463559024
55.6715102,37.5537796,16,"Гарибальди 23, ""ТЦ ""Панорама""", 13.521978070818932
55.7966667,37.5991737,17,"Двинцев 12, БЦ ""Двинцев""", 20.97353026858997
55.8654651,37.6034388,18,"Декабристов 15, Супермаркет ""Eurospar""", 57.22548589490602
56.3410003,37.517695,19,"Дмитров, Советская 5, Билла", 25.27012756701249
55.863833,37.545581,20,"Дмитровское 89, ТРЦ ""XL""", 23.800372621001152
55.9311483,37.4941517,21,"Долгопрудный, Лихачевский 64, ТЦ ""Конфитюр""", 33.04729570102488
55.4166035,37.835348,22,"Домодедово, Ак. Туполева 2, мкр. Авиационный, ТЦ ""Торговый Город""", 32.88729282912611
55.4596815,37.7568696,23,"Домодедово, Краснодарская 2, гипермаркет Карусель", 40.888333908630905
55.8447701,37.3563907,24,"Дубравная 38, ""Супермаркет ""АТАК""", 35.73209946476932
55.3722824,39.0536113,25,"Егорьевск, Ленина 6А, Супермаркет ""АТАК""", 35.95973016799548
55.7515158,38.0121423,26,"Железнодорожный, ул. Советская, д. 9, Эдельвейс", 33.79186869147826
55.6045775,38.0820884,27,"Жуковский, ул. Баженова, д. 2а, ТРЦ Авиатор", 34.9091829386316
55.395258,37.780830,28,"ул. Заборье, 130, Домодедово, Московская обл., ТЦ «Леруа Мерлен»", 35.11838242020629
55.9826066,37.1748663,29,"Зеленоград, Крюковская 1, ТРЦ Иридиум, ", 30.926294803872807
55.9826066,37.1748663,30,"Зеленоград, мк-н 14, корп., ТЦ ""СТОЛИЦА""", 28.183033393126916
55.7040807,37.7656896,31,"Зеленодольская 40, супермаркет Перекресток", 19.082057628055516
55.7573393,37.659236,32,"Земляной Вал 33, ТЦ ""Атриум""", 34.46017717928136
55.8025162,37.7152761,33,"Знаменская 5, ТРЦ «ИЮНЬ»", 19.173155140593362
55.9752849,37.9068735,34,"Ивантеевка, пр. Советский 2А, ТРЦ ""Гагарин""", 17.499588998360412
55.817637,37.4028837,35,"Исаковского 6, Супермаркет ""BILLA""", 26.314874281764666
55.9151774,36.857526,36,"Истра, пл. Революции 6, Супермаркет АТАК", 45.89307639398224
55.605663,37.486463,37,"Калужское 21км, Rising Media Star №1 MEGA", 21.07019390879269
55.6533685,37.6461147,38,"Каширское 26, ТРЦ «Москворечье»", 47.750583519496445
55.6134053,37.606291,39,"Кировоградская 13А, ТЦ Колумбус, Гипермаркет О'Кей""", 28.084465624633665
56.3305596,36.7269958,40,"Клин, Гагарина 31/36, Супермаркет АТАК", 32.021472706218
55.637623,37.7573666,41,"Ключевая 6, ТЦ ""БРАТЕЕВСКИЙ""", 31.01704346068087
55.7269695,37.5795834,42,"Комсомольский 28, МДМ", 8.96637562042967
55.9332769,37.8459472,43,"Королев, Пушкинская 17, мкр. Болшево, Супермаркет ""АТАК""", 20.82089209065651
