55.650505,37.745915
55.768567,37.60629
55.789922,37.677885
55.731181,37.634829
55.787001,37.56079
55.770507,37.623968
55.744526,37.545267
55.536385,37.530139
55.775636,37.684587
55.734075,37.663584
55.767347,37.652634
55.770112,37.622747
55.726877,37.579645
55.724662,37.633077
55.705858,37.725487
55.792888,37.682871
55.737527,37.505166
55.720722,37.774463
55.625282,37.76133
55.750824,37.820322
55.593995,37.734946
55.789558,37.752526
55.733954,37.665713
55.733254,37.644594
55.755414,37.402749
55.650505,37.745915
55.768567,37.60629
55.789922,37.677885
55.731181,37.634829
55.787001,37.56079
55.770507,37.623968
55.744526,37.545267
55.536385,37.530139
55.775636,37.684587
55.734075,37.663584
55.767347,37.652634
55.770112,37.622747
55.726877,37.579645
55.724662,37.633077
55.705858,37.725487
55.792888,37.682871
55.737527,37.505166
55.720722,37.774463
55.625282,37.76133
55.750824,37.820322
55.593995,37.734946
55.789558,37.752526
55.733954,37.665713
55.733254,37.644594
55.755414,37.402749
55.852768,37.585808
55.722679,37.560826
55.61813,37.507484
55.838612,37.666602
55.731774,37.611455
55.625282,37.76133
55.594611,37.59913
55.787852,37.633194
55.653142,37.439984
55.794922,37.651583
55.828288,37.40831
55.841731,37.436023
55.907158,37.55072
55.768542,37.52651
55.652613,37.442033
55.651826,37.443012
55.651277,37.441386
55.788282,37.387667
55.762804,37.648456
55.789922,37.706685
55.769702,37.641027
55.738992,37.578576
55.787579,37.356531
55.750104,37.787309
55.755753,37.594647
55.755753,37.594647
55.746405,37.682592
55.723922,37.653972
55.761477,37.605292
55.769367,37.670232
55.755353,37.560071
55.759203,37.604664
55.794887,37.712812
55.793166,37.707871
55.772624,37.694244
55.73737,37.663611
55.854638,37.471641
55.769783,37.629565
55.737507,37.518371
55.736072,37.572324
55.705858,37.725487
55.678209,37.576421
55.732175,37.435412
55.739281,37.611706
55.768719,37.646723
55.665076,37.481496
55.630461,37.658643
55.718096,37.784066
55.799588,37.483023
55.738591,37.411005
55.583632,37.682772
55.855153,37.355498
55.683909,37.621543
55.898563,37.629367
55.69247,37.551726
55.750854,37.663575
55.82666,37.44479
55.767094,37.828757
55.723891,37.688557
55.685411,37.568587
55.803469,37.618848
55.863166,37.602139
55.762024,37.599184
55.764283,37.560278
55.810966,37.403755
55.737796,37.857036
55.755925,37.681973
55.718517,37.420392
55.764389,37.556137
55.611114,37.606622
55.705452,37.637749
55.874163,37.450872
55.889881,37.537676
55.630461,37.658643
55.683752,37.491063
55.793227,37.559883
55.705452,37.637749
55.874163,37.450872
55.636809,37.354303
55.719622,37.418506
55.748143,37.540488
55.547036,37.543237
55.750874,37.819927
55.750854,37.663575
55.764389,37.556137
55.813364,37.60346
55.755925,37.681973
55.683909,37.621543
55.850408,37.44409
55.720372,37.822074
55.879394,37.547252
55.810966,37.403755
55.737796,37.857036
55.881616,37.48914
55.762024,37.599184
55.767094,37.828757
55.757957,37.624534
55.673453,37.780608
55.863166,37.602139
55.82666,37.44479
55.623112,37.603981
55.716585,37.745699
55.762024,37.599184
55.744384,37.566458
55.574874,37.580104
55.683909,37.621543
55.755925,37.681973
55.750854,37.663575
55.764283,37.560278
55.737796,37.857036
55.718517,37.420392
55.764389,37.556137
55.876476,37.422279
55.728413,37.41449
55.863166,37.602139
55.876274,37.331549
55.630461,37.658643
55.683752,37.491063
55.767094,37.828757
55.738591,37.411005
55.792827,37.81548
55.776375,37.581685
55.82666,37.44479
55.799588,37.483023
55.718096,37.784066
55.737796,37.857036
55.755925,37.681973
55.683909,37.621543
55.788216,37.787084
55.767418,37.601169
55.874163,37.450872
55.705452,37.637749
55.567117,37.569764
55.665076,37.481496
55.777474,37.521704
55.863833,37.545581
55.848513,37.581855
55.808128,37.799418
55.73778,37.470195
55.782071,37.704116
55.738591,37.411005
55.751796,37.532637
55.747485,37.581298
55.637718,37.757485
55.653644,37.620698
55.834062,37.409954
55.757957,37.624534
55.537307,37.512398
55.874607,37.587865
55.77434,37.648151
55.776127,37.655347
55.697909,37.560368
55.615248,37.628172
55.850408,37.44409
55.881616,37.48914
55.813364,37.60346
55.824005,37.634434
55.723861,37.610053
55.683919,37.550567
55.673453,37.780608
55.637393,37.600388
55.617729,37.505813
55.898563,37.629367
55.723891,37.688557
55.819489,37.578271
55.766212,37.380875
55.582655,37.671507
55.69247,37.551726
55.684747,37.602454
55.852521,37.351914
55.754978,37.510628
55.583953,37.599148
55.888296,37.588674
55.84024,37.492024
55.671331,37.445814
55.740188,37.654107
55.804359,37.585134
55.761685,37.573133
55.889881,37.537676
55.792802,37.772092
55.625481,37.483508
55.854966,37.613737
55.876274,37.331549
55.618822,37.39709
55.761614,37.64949
55.728849,37.620321
55.600974,37.609191
55.852768,37.585808
55.888296,37.588674
55.646589,37.71548
55.583632,37.682772
55.776127,37.655347
55.803469,37.618848
55.649825,37.770043
55.750874,37.819927
55.879394,37.547252
55.675885,37.66203
55.851161,37.646013
55.774274,37.545932
55.793227,37.559883
55.773611,37.65567
55.574874,37.580104
55.806894,37.635593
55.823879,37.497216
55.663745,37.627193
55.75783,37.582511
55.777899,37.606882
55.761614,37.64949
55.607489,37.532367
55.634029,37.44462
55.886342,37.676026
55.76209,37.633095
55.760717,37.596174
55.752019,37.598348
55.744632,37.566072
55.846694,37.361939
55.566807,37.576385
55.706168,37.578801
55.751254,37.816271
55.709028,37.620761
55.670539,37.556217
55.887387,37.402677
55.744992,37.510152
55.702729,37.509703
55.741475,37.535826
55.670539,37.556217
55.887387,37.402677
55.654518,37.618704
55.745549,37.563224
55.869763,37.660377
55.767271,37.564383
55.741475,37.535826
55.702729,37.509703
55.777413,37.601906
55.85105,37.434514
55.862141,37.436634
55.787766,37.677158
55.980679,37.169205
55.758255,37.406765
55.819894,37.495276
55.714648,37.883572
55.64192,37.523456
55.741738,37.416691
55.750028,37.534397
55.779287,37.633347
55.781833,37.72299
55.744713,37.5827
55.740988,37.625406
55.609675,37.720106
55.803347,37.509307
55.803347,37.509307
55.744059,37.628056
55.769479,37.622738
55.747363,37.707098
55.794963,37.798727
55.701866,37.931641
55.731262,37.666036
55.741475,37.535826
55.692308,37.662785
55.718562,37.676798
55.610829,37.723951
55.790231,37.53128
55.881046,37.450162
55.641031,37.530346
55.691958,37.527956
55.862984,37.434873
55.775459,37.469844
55.6945,37.662021
55.621404,37.713953
55.780036,37.601403
55.622436,37.667582
55.806115,37.635431
55.548569,37.553235
55.612182,37.607026
55.753889,37.657305
55.775054,37.588054
55.740532,37.658571
55.753889,37.657305
55.85578,37.477381
55.622436,37.667582
55.650836,37.597387
55.808923,37.462317
55.605226,37.286346
55.612182,37.607026
55.621404,37.713953
55.775616,37.587012
55.780036,37.601403
55.762054,37.620851
55.785761,37.568821
55.731075,37.633985
55.773034,37.675765
55.862338,37.60894
55.659647,37.749661
55.727988,37.580607
55.787513,37.635817
55.679138,37.565317
55.962962,37.405974
55.639461,37.607143
55.677671,37.666225
55.707314,37.769998
55.682651,37.661913
55.777272,37.520806
55.676149,37.50655
55.582986,37.59524
55.754638,37.621633
55.682529,37.535996
55.693591,37.532439
55.792589,37.527588
55.657621,37.482771
55.757339,37.659164
55.746405,37.682592
55.774786,37.650334
55.657845,37.747729
55.81871,37.573501
55.733705,37.589482
55.703916,37.844864
55.808923,37.462317
55.751796,37.532637
55.761512,37.631954
55.815676,37.456684
55.808771,37.613054
55.765397,37.526843
55.696504,37.751161
55.730259,37.69825
55.744439,37.661374
55.811933,37.762057
55.888937,37.595186
55.780294,37.705535
55.74751,37.534954
55.753301,37.606263
55.773819,37.580086
55.645878,37.747379
55.820809,37.646193
55.668752,37.565937
55.743193,37.427848
55.750712,37.564904
55.751285,37.641935
55.760905,37.622872
55.845501,37.438754
55.773753,37.682521
55.779687,37.628729
55.762272,37.603765
55.76331,37.594072
55.792184,37.496794
55.734172,37.642186
55.699903,37.500764
55.75591,37.757925
55.857321,37.585673
55.714663,37.422315
55.569846,37.579044
55.75591,37.757925
55.781626,37.734578
55.760337,37.596965
55.870839,37.535646
55.714663,37.422315
55.774598,37.54595
